0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
0.757242	0.00103513
